"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:1.14.15.12","EC:1.14.15.12",1,0,1.09235242738836,2.03426424215912e-18,2.67697141777357e-06,"M172",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.15.12"
"EC:1.14.18.3","EC:1.14.18.3",1,0,1,2.03426424215912e-18,0.000419658499138565,"M126",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With another compound as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.18.3"
"EC:1.14.19.3","EC:1.14.19.3",3,8,0.0060677789650635,0,0.0283157042439653,"M4",-0.493535523219789,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.","o__EC:1.14.19.3"
"EC:1.14.19.8","EC:1.14.19.8",1,0,1.07703790490232,0,0.00121165691540402,"M176",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.","o__EC:1.14.19.8"
"EC:1.14.19.9","EC:1.14.19.9",4,7,0.180603734347569,0,0.012151497515566,"M24",1.37620470640795,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.","o__EC:1.14.19.9"
"EC:1.14.99.29","EC:1.14.99.29",5,2,0.153580182352645,0,2.04169825469967e-05,"M16",0.859419469006961,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__Miscellaneous.","o__EC:1.14.99.29"
"EC:1.14.99.39","EC:1.14.99.39",1,0,1,0,0.000419658499138565,"M126",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__Miscellaneous.","o__EC:1.14.99.39"
"EC:1.14.99.50","EC:1.14.99.50",5,4,0.214044493698223,0,0.0315916315600255,"M27",1.21987509118567,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__Miscellaneous.","o__EC:1.14.99.50"
"EC:1.16.1.3","EC:1.16.1.3",6,1.5,0.0346307467596872,0,3.67181936282266e-05,"M9",0.187891849957189,0,"Peripheral nodes","k__Oxidoreductases.","p__Oxidizing metal ions.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.16.1.3"
"EC:1.16.1.9","EC:1.16.1.9",5,0,0.0357702849755807,0,2.46010775738855e-05,"M9",-0.313153083261981,0,"Peripheral nodes","k__Oxidoreductases.","p__Oxidizing metal ions.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.16.1.9"
"EC:1.17.1.1","EC:1.17.1.1",2,0,0.0186939884875378,0,0.0062552581829985,"M7",-1.03861472722972,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.17.1.1"
"EC:1.17.5.1","EC:1.17.5.1",1,0,1,0,1.75138461097742e-05,"M117",NA,NA,NA,"k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With a quinone or similar compound as acceptor.","o__EC:1.17.5.1"
"EC:1.17.7.1","EC:1.17.7.1",3,0,0.353598880167754,0,0.134900329105569,"M43",NA,NA,NA,"k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With an iron-sulfur protein as acceptor.","o__EC:1.17.7.1"
"EC:1.17.7.3","EC:1.17.7.3",3,0,0.353598880167754,0,0.134900329105569,"M43",NA,NA,NA,"k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With an iron-sulfur protein as acceptor.","o__EC:1.17.7.3"
"EC:1.17.99.2","EC:1.17.99.2",1,0,1,0,6.57972576505668e-05,"M129",NA,NA,NA,"k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With other acceptors.","o__EC:1.17.99.2"
"EC:1.17.99.6","EC:1.17.99.6",2,0,0.263198618475476,4.06852848431824e-18,0.0620208155778187,"M50",0,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With other acceptors.","o__EC:1.17.99.6"
"EC:1.2.1.16","EC:1.2.1.16",4,0,0.0072120480216399,0,0.212118680411443,"M4",-0.0744959280331759,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.16"
"EC:1.2.1.18","EC:1.2.1.18",1,0,1.00000031170841,0,0.0827108416715234,"M102",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.18"
"EC:1.2.1.20","EC:1.2.1.20",4,0,0.0072141144764667,0,0.211770665944708,"M4",-0.0744959280331759,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.20"
"EC:1.2.1.27","EC:1.2.1.27",1,0,1.00000031170841,0,0.0827104671584727,"M102",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.27"
"EC:1.2.1.32","EC:1.2.1.32",3,0,0.208787921234556,0,0.00615238974314966,"M32",0.182574185835056,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.32"
"EC:1.2.1.41","EC:1.2.1.41",2,0,0.276263844478421,0,0.113874762376712,"M44",-0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.41"
"EC:1.2.1.43","EC:1.2.1.43",1,0,1.05099007569662,0,0.0125964438990357,"M191",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.43"
"EC:1.2.1.46","EC:1.2.1.46",1,0,0.00378126070727445,0,0.0160619233437735,"M4",-1.33161471359302,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.46"
"EC:1.2.1.71","EC:1.2.1.71",3,0,0.152992305393839,4.06852848431824e-18,0.0046389583133179,"M24",0.55048188256318,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.71"
"EC:1.2.1.75","EC:1.2.1.75",2,0,0.500532099934471,0,6.25603551334029e-05,"M67",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.75"
"EC:1.2.1.79","EC:1.2.1.79",4,0,0.0072141144764667,0,0.211770665944708,"M4",-0.0744959280331759,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.79"
"EC:1.2.1.80","EC:1.2.1.80",7,0,0.145314093872693,0,7.82231159247548e-05,"M12",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.80"
"EC:1.2.1.85","EC:1.2.1.85",3,0,0.208787921234556,0,0.00615238974314966,"M32",0.182574185835056,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.85"
"EC:1.2.1.91","EC:1.2.1.91",1,0,1,0,0.0150998875776673,"M160",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.91"
"EC:1.2.7.11","EC:1.2.7.11",1,0,1.05239517410043,0,0.201051266469401,"M189",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.11"
"EC:1.2.7.3","EC:1.2.7.3",1,0,1.05239517410043,0,0.216539354819497,"M189",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.3"
"EC:1.2.7.5","EC:1.2.7.5",1,0,1.05099007569662,0,0.0135420862968694,"M191",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.2.7.5"
"EC:1.2.99.5","EC:1.2.99.5",3,0,0.0899444576402637,0,0.00946865105350822,"M17",-0.117579270250443,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With other acceptors.","o__EC:1.2.99.5"
"EC:1.20.1.1","EC:1.20.1.1",2,0,0.26943876434018,0,3.35105042988721e-05,"M42",-0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on phosphorus or arsenic in donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.20.1.1"
"EC:1.20.4.3","EC:1.20.4.3",6,50,0.00805197118965603,0,0.0289290725042281,"M4",0.763583262340051,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on phosphorus or arsenic in donors.","c__With disulfide as acceptor.","o__EC:1.20.4.3"
"EC:1.21.98.1","EC:1.21.98.1",5,0,0.00367596501242826,0,0.0195706868282514,"M2",-0.527421940289865,0,"Peripheral nodes","k__Oxidoreductases.","p__Catalyzing the reaction X-H + Y-H = 'X-Y'.","c__With other, known acceptors.","o__EC:1.21.98.1"
"EC:1.3.1.101","EC:1.3.1.101",1,0,1,0,0.000148617330172724,"M155",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.101"
"EC:1.3.1.104","EC:1.3.1.104",37,0,0.0132620191571881,0,0.00670576620580111,"M3",0.713405114278158,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.104"
"EC:1.3.1.106","EC:1.3.1.106",6,0,0.178307679210055,0,0.0348412333427613,"M15",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.106"
"EC:1.3.1.14","EC:1.3.1.14",2,0,0.182589650381324,4.06852848431824e-18,0.0818537149837781,"M31",-0.730296743340221,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.14"
"EC:1.3.1.24","EC:1.3.1.24",7,0,0.146006601679294,0,7.76812805494962e-05,"M12",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.24"
"EC:1.3.1.28","EC:1.3.1.28",1,0,1.04920584292833,0,0.00297806392607841,"M195",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.28"
"EC:1.3.1.43","EC:1.3.1.43",3,2,0.00281309433969499,0,0.017956347005184,"M2",-0.802447242487221,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.43"
"EC:1.3.1.54","EC:1.3.1.54",6,0,0.178307679210055,0,0.0348412333427613,"M15",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.54"
"EC:1.3.1.58","EC:1.3.1.58",1,0,1.06509197338224,0,0.000254507419719498,"M181",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.58"
"EC:1.3.1.76","EC:1.3.1.76",3,3,0.363753773880456,0,0.101564344787727,"M45",1.5,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.76"
"EC:1.3.1.78","EC:1.3.1.78",7,0,0.145400827219066,0,7.8410241453921e-05,"M12",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.78"
"EC:1.3.1.83","EC:1.3.1.83",2,0,0.525850518887367,0,0.00101560857540213,"M51",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.83"
"EC:1.3.1.84","EC:1.3.1.84",2,0,0.501065333596816,4.06852848431824e-18,6.26115731002083e-05,"M67",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.84"
"EC:1.3.3.14","EC:1.3.3.14",1,0,1,0,3.17220148602323e-05,"M159",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With oxygen as acceptor.","o__EC:1.3.3.14"
"EC:1.3.3.3","EC:1.3.3.3",13,658,0.00503467495562761,0,0.0298993418182672,"M2",0.572679268499557,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With oxygen as acceptor.","o__EC:1.3.3.3"
"EC:1.3.3.6","EC:1.3.3.6",11,140,0.0090726623122008,0,0.026744427484025,"M4",2.85878123827312,0,"Module hubs","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With oxygen as acceptor.","o__EC:1.3.3.6"
"EC:1.3.5.1","EC:1.3.5.1",1,0,1.04959516289344,2.03426424215912e-18,0.313844878484561,"M194",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.1"
"EC:1.3.5.2","EC:1.3.5.2",2,0,0.183646029362705,0,0.0607364634244649,"M31",-0.730296743340221,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.2"
"EC:1.3.5.3","EC:1.3.5.3",1,0,0.0546245949981893,0,0.0145436465607851,"M11",-1.3228756555323,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.3"
"EC:1.3.5.4","EC:1.3.5.4",1,0,1.04959516289344,0,0.323316855866902,"M194",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.4"
"EC:1.3.5.5","EC:1.3.5.5",7,0,0.146599902675108,1.62741139372729e-17,7.55343092836017e-05,"M12",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.5"
"EC:1.3.5.6","EC:1.3.5.6",1,0,1.06195137118423,0,0.00256359940385656,"M184",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a quinone or related compound as acceptor.","o__EC:1.3.5.6"
"EC:1.3.7.11","EC:1.3.7.11",1,0,1,0,0.000148617330172724,"M155",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.3.7.11"
"EC:1.3.7.5","EC:1.3.7.5",7,0,0.145517154994505,0,7.95773853667205e-05,"M12",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With an iron-sulfur protein as acceptor.","o__EC:1.3.7.5"
"EC:1.3.8.4","EC:1.3.8.4",10,202,0.00404558114607158,0,0.0224917043393477,"M2",0.160141315203524,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.4"
"EC:1.3.8.8","EC:1.3.8.8",2,0,0.545439415784131,0,0.00651775226498869,"M80",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.8"
"EC:1.3.99.26","EC:1.3.99.26",3,0,0.333333333333333,0,0.0331994701361688,"M35",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.26"
"EC:1.3.99.27","EC:1.3.99.27",2,2,0.267048260785274,0,0.00046135332878202,"M46",0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.27"
"EC:1.3.99.28","EC:1.3.99.28",3,0,0.333333333333333,0,0.0331994701361688,"M35",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.28"
"EC:1.3.99.29","EC:1.3.99.29",3,0,0.333333333333333,0,0.0331994701361688,"M35",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.29"
"EC:1.3.99.31","EC:1.3.99.31",3,0,0.333333333333333,0,0.0331994701361688,"M35",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.31"
"EC:1.3.99.32","EC:1.3.99.32",2,0,0.532531937014655,4.06852848431824e-18,0.00366358522035673,"M82",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.32"
"EC:1.3.99.35","EC:1.3.99.35",2,0,0.543333445473263,0,0.00184858577227422,"M51",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.35"
"EC:1.4.1.11","EC:1.4.1.11",2,0,0.511645941682974,8.13705696863647e-18,0.0112973065439481,"M71",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.11"
"EC:1.4.1.13","EC:1.4.1.13",3,0.5,0.354680861960748,0,0.251504588749446,"M44",0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.13"
"EC:1.4.1.14","EC:1.4.1.14",3,0.5,0.354680861960748,4.06852848431824e-18,0.251504588749446,"M44",0.866025403784439,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.14"
"EC:1.4.1.2","EC:1.4.1.2",1,0,0.138067195898913,6.10279272647736e-18,0.0687919900073068,"M29",-0.670820393249937,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.2"
"EC:1.4.1.24","EC:1.4.1.24",11,0,0.0702836660718455,0,3.85070754030933e-05,"M10",-2.80455811465681,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.4.1.24"
"EC:1.4.3.10","EC:1.4.3.10",13,50,0.0209459844985653,1.62741139372729e-17,0.00650889905108009,"M5",1.12738810663341,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.10"
"EC:1.4.3.16","EC:1.4.3.16",1,0,1.09338678946103,0,0.129638304556449,"M171",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.16"
"EC:1.5.1.2","EC:1.5.1.2",1,0,1.10556522101724,0,0.143378693964554,"M163",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.2"
"EC:1.5.1.3","EC:1.5.1.3",1,0,0.0413261017719347,0,0.056731458926204,"M13",-1.3228756555323,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.3"
"EC:1.5.1.33","EC:1.5.1.33",4,12,0.00437844404525681,0,0.015782965831708,"M2",-0.664934591388543,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.33"
"EC:1.5.1.38","EC:1.5.1.38",1,0,1.07567525655453,0,0.063717756311742,"M177",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.38"
"EC:1.5.1.41","EC:1.5.1.41",6,1.5,0.0346307467596872,0,3.67181936282266e-05,"M9",0.187891849957189,0,"Peripheral nodes","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.41"
