"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:1.1.1.83","EC:1.1.1.83",18,93.6666666666666,0.000293823168181397,1.2748729809754e-16,0.0367211375163512,"M1",-0.739284874320326,0.401234567901235,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.85","EC:1.1.1.85",66,3270,0.000323162288771934,2.27111392899536e-16,0.181007456290262,"M2",0.271430674314612,0.0298438934802571,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.86","EC:1.1.1.86",91,587,0.000313094162300495,1.00938396844238e-16,0.182801293022338,"M2",0.849277172123864,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.87","EC:1.1.1.87",10,7,0.000126862014851114,1.7264373348907e-16,0.00202422973839158,"M9",0.631639523605618,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.88","EC:1.1.1.88",11,31581,0.000167898311314975,1.81325166604492e-16,0.0041419954487539,"M9",0.906708348401613,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.9","EC:1.1.1.9",5,5342,0.000164992336115104,8.86223888889339e-17,0.00404458625480692,"M15",1.52127765851133,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.90","EC:1.1.1.90",2,0,0.000190492790915148,3.26763211260235e-17,0.010829611289753,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.91","EC:1.1.1.91",76,3317,0.000315420846549321,3.15432490138244e-17,0.00988259865682421,"M1",1.38495273452959,0.0259695290858726,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.93","EC:1.1.1.93",18,93.6666666666666,0.000293823168181397,1.13292836041319e-16,0.0367211375163512,"M1",-0.739284874320326,0.401234567901235,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.1.94","EC:1.1.1.94",34,293,0.000220490242708456,3.73557497956427e-16,0.173840797371304,"M4",1.55475542680685,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.1.2.3","EC:1.1.2.3",44,14302,0.00030341297652483,2.54448875378184e-16,0.0635032880175194,"M1",0.220048239353831,0.127066115702479,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a cytochrome as acceptor."
"EC:1.1.2.4","EC:1.1.2.4",63,576,0.000296507262930023,8.41153307035317e-17,0.0314326688658599,"M2",0.2269809437139,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a cytochrome as acceptor."
"EC:1.1.2.6","EC:1.1.2.6",2,0,0.000211283527728485,2.96986055615674e-17,0.00143445557741237,"M5",-1.3808379941519,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a cytochrome as acceptor."
"EC:1.1.2.7","EC:1.1.2.7",15,2,0.000271135227123294,1.5088187444946e-16,0.00222972181213869,"M2",-0.83981259070318,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a cytochrome as acceptor."
"EC:1.1.2.8","EC:1.1.2.8",41,161,0.000291893686783479,1.64024894871887e-16,0.0188340281465315,"M2",-0.261966092893928,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a cytochrome as acceptor."
"EC:1.1.3.12","EC:1.1.3.12",5,0,0.222954998261246,9.24002480948302e-17,4.58000520392552e-05,"M34",0.645497224367902,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.15","EC:1.1.3.15",89,15080,0.000349512185542788,1.68230661407063e-16,0.172041401569751,"M2",0.649253384420661,0.146446155788411,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.17","EC:1.1.3.17",1,0,0.000192282828179194,1.34114800912848e-17,0.00156787543796599,"M1",-1.15042763732354,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.37","EC:1.1.3.37",2,0,0.620098984313999,3.51964628919581e-17,1.54201644607206e-06,"M74",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.41","EC:1.1.3.41",51,214,0.000300442631833402,5.7303569041781e-17,0.0197302284472213,"M1",0.562667208523173,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.45","EC:1.1.3.45",1,0,1,2.28484461198019e-17,5.16942539456915e-05,"M99",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.46","EC:1.1.3.46",18,2338,0.000277880266539746,1.80223667542528e-16,0.0216599298573363,"M1",-0.705022977403392,0.37037037037037,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.47","EC:1.1.3.47",20,7044,0.000266523709696284,2.53397433744389e-16,0.00158059792815957,"M5",1.10919773300727,0.455,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.48","EC:1.1.3.48",6,36,0.00022127307000945,9.51390390828422e-17,0.000496099564700638,"M5",-0.475370457003114,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.6","EC:1.1.3.6",11,14863,0.000282274968128885,1.33533087491857e-16,0.0444168645954768,"M1",-0.979118152738865,0.495867768595041,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.3.8","EC:1.1.3.8",36,209,0.000312385657513924,1.55613361801534e-16,0.0261132890194404,"M2",-0.373090419395707,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With oxygen as acceptor."
"EC:1.1.5.2","EC:1.1.5.2",45,879,0.000297662293854638,0,0.0208495328557727,"M2",-0.173066631692505,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.1.5.3","EC:1.1.5.3",111,2119,0.00033099974634007,0,0.171121036195753,"M2",1.29377447813098,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.1.5.4","EC:1.1.5.4",64,729,0.000298854804989504,3.18586815039626e-16,0.0293498973101109,"M1",1.00807186844332,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.1.5.6","EC:1.1.5.6",21,0,0.0248328052346473,2.79415110963394e-16,2.92451926772498e-05,"M7",0.592410017138701,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.1.5.8","EC:1.1.5.8",5,3976,0.000207156793412218,8.6700809252256e-17,0.000740483025287421,"M8",-0.200195842838574,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.1.98.3","EC:1.1.98.3",11,40,0.000230909982200462,1.55338179811439e-16,0.0169454757354734,"M1",-0.807808668154194,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other, known, acceptors."
"EC:1.1.99.1","EC:1.1.99.1",13,1120,0.000267823621702018,1.37245990761192e-16,0.0573986082838181,"M1",-0.77354677123726,0.142011834319527,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other acceptors."
"EC:1.1.99.2","EC:1.1.99.2",47,10985,0.000321146494431246,2.27111392899536e-16,0.0173828713961615,"M2",-0.195291496992861,0.119511090991399,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other acceptors."
"EC:1.1.99.24","EC:1.1.99.24",4,2674,0.000204045983230126,7.63224437116561e-17,0.00243983913511271,"M13",0.409673245199351,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other acceptors."
"EC:1.1.99.3","EC:1.1.99.3",49,125,0.000310601031206998,9.77840719428556e-17,0.00926246480685906,"M1",0.254310136270765,0.244897959183674,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other acceptors."
"EC:1.1.99.31","EC:1.1.99.31",3,0,0.000175555269605743,4.73794094089803e-17,0.000812392330352593,"M5",-1.15447110986471,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-OH group of donors.","t__With other acceptors."
"EC:1.10.2.2","EC:1.10.2.2",118,3141,0.000342617846249264,2.18699859829183e-16,0.0359321887707897,"M2",1.44934853523347,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on diphenols and related substances as donors.","t__With a cytochrome as acceptor."
"EC:1.10.3.11","EC:1.10.3.11",2,0,0.00014899384344189,3.08260242657814e-17,0.000795001476553333,"M5",-1.3808379941519,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on diphenols and related substances as donors.","t__With oxygen as acceptor."
"EC:1.10.3.12","EC:1.10.3.12",77,0,0.000284463512165833,1.74013590392931e-16,0.00954840293727203,"M1",1.41921463144653,0.0256367009613763,"Peripheral nodes","t__Oxidoreductases.","t__Acting on diphenols and related substances as donors.","t__With oxygen as acceptor."
"EC:1.10.9.1","EC:1.10.9.1",6,4184,0.00019135990454359,1.01002571748644e-16,0.00572887632931488,"M4",-0.812713064012674,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on diphenols and related substances as donors.","t__With a copper protein as acceptor."
"EC:1.11.1.10","EC:1.11.1.10",46,3029,0.000323100580194464,2.77580591321655e-16,0.0315889867898794,"M2",-0.150841766392149,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.1.19","EC:1.11.1.19",14,932,0.000221824881561167,2.00775552328863e-16,0.011817058372475,"M1",-0.705022977403392,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.1.21","EC:1.11.1.21",35,1278,0.00031294230100134,7.04465894642078e-17,0.0797362923788694,"M1",-0.533713492818721,0.542040816326531,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.1.5","EC:1.11.1.5",93,1973,0.00032059541127994,0,0.0368511162017509,"M2",0.893726902724575,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.1.6","EC:1.11.1.6",66,5211,0.000329451504989112,2.97557982363744e-16,0.0852549234106119,"M1",0.733976693107843,0.257116620752984,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.1.9","EC:1.11.1.9",17,9080,0.000292137327399231,1.86236599385788e-16,0.107862363988748,"M1",-0.842070565071129,0.567474048442907,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__Peroxidases."
"EC:1.11.2.4","EC:1.11.2.4",32,1985,0.000273008666557996,2.65291867226686e-16,0.00809180689514406,"M1",-0.0883088328985767,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on a peroxide as acceptor.","t__With H2O2 as acceptor, one oxygen atom of which is incorporated into the product."
"EC:1.12.1.3","EC:1.12.1.3",4,0,0.000227444215197123,6.48115194580923e-17,0.00257241322773834,"M13",-0.256045778249595,0.375,"Peripheral nodes","t__Oxidoreductases.","t__Acting on hydrogen as donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.12.98.1","EC:1.12.98.1",3,1338,0.000162052332006947,5.2092430432311e-17,0.00928471905939681,"M4",-1.06637040231477,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on hydrogen as donors.","t__With other, known, acceptors."
"EC:1.12.99.6","EC:1.12.99.6",2,0,0.000194565110731438,3.01153573907824e-17,0.0202376830585589,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on hydrogen as donors.","t__With other acceptors."
"EC:1.13.11.1","EC:1.13.11.1",9,378,0.00024832880599121,6.27579225170881e-17,0.0105980900384344,"M1",-0.876332461988063,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.11","EC:1.13.11.11",84,3557,0.000333112903099094,5.15206400559132e-17,0.0653571629238779,"M1",1.4877384252804,0.13265306122449,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.14","EC:1.13.11.14",1,0,1.07068490553752,2.07743833223815e-17,0.000366701297359583,"M144",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.16","EC:1.13.11.16",12,2813,0.000205516110438354,1.74888807739226e-16,0.00265431411876467,"M5",0.882830848720069,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.2","EC:1.13.11.2",13,1949,0.000276671347470019,8.30638890697376e-17,0.0764795523196482,"M2",-0.950936917204959,0.355029585798817,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.25","EC:1.13.11.25",39,958,0.00028827390074156,1.17761462984944e-16,0.00929248471629506,"M1",0.151524445519962,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.27","EC:1.13.11.27",103,9445,0.000366049369691401,2.43934459040242e-16,0.0793818715560605,"M2",0.449229596717459,0.423414082382882,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.3","EC:1.13.11.3",34,2111,0.000283742740188129,1.22361520132794e-16,0.0521338472348426,"M1",-0.0197850390647084,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.37","EC:1.13.11.37",67,66,0.000288982616421783,0,0.0096529396813073,"M1",1.11085755919412,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.38","EC:1.13.11.38",4,0,0.299310015005928,7.27836338277375e-17,0.000244847782642838,"M37",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.39","EC:1.13.11.39",1,0,1.11652314799448,2.08024284528045e-17,3.06682577214938e-05,"M138",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.4","EC:1.13.11.4",3,0,0.000206465264116161,4.72655871941525e-17,0.0114985418230399,"M4",-1.06637040231477,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.46","EC:1.13.11.46",6,226,0.000194858416103095,9.77589795552328e-17,0.00146765574890254,"M1",-0.979118152738865,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.49","EC:1.13.11.49",70,3071,0.000317476628057915,0,0.11563494491782,"M2",0.360330135516035,0.0281632653061225,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.5","EC:1.13.11.5",47,6320,0.000340933695598628,2.01876793688476e-16,0.0716215360700051,"M2",-0.373090419395707,0.38388411045722,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.52","EC:1.13.11.52",74,826,0.000306792579767284,2.77580591321655e-16,0.00339148999940745,"M2",0.471454462017814,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.53","EC:1.13.11.53",75,228.5,0.000278749115530545,9.25268637738849e-17,0.0143241237116032,"M1",1.38495273452959,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.54","EC:1.13.11.54",75,228.5,0.000278749115530545,8.88468180556054e-17,0.0143241237116032,"M1",1.38495273452959,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.6","EC:1.13.11.6",4,0,0.26524886287749,9.23649494836014e-17,0.00739266257279499,"M35",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.74","EC:1.13.11.74",3,0,0.357464070619969,5.76159133699211e-17,0.000569480506977792,"M46",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
"EC:1.13.11.76","EC:1.13.11.76",3,0,0.357464070619969,6.3949876834137e-17,0.000569480506977792,"M46",NA,NA,NA,"t__Oxidoreductases.","t__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","t__With incorporation of two atoms of oxygen."
